Transaction ID,Day Name,Brand,Units Sold,Price Per Unit,Customer Name,Customer Age,City,Payment Method,Customer Ratings,Mobile Model,Date
891,Monday,OnePlus,2,48614.57,Anita Srivastava,41,Kolkata,Debit Card,5,OnePlus Nord,6/20/2022
892,Tuesday,OnePlus,2,16484.65,Namita Sheth,18,Kolkata,Cash,5,OnePlus Nord,6/21/2022
893,Tuesday,Samsung,2,36174.67,Mala Chatterjee,42,Gorakhpur,Cash,5,Galaxy S21,6/21/2022
894,Tuesday,Samsung,7,68317.05,Sumit Joshi,45,Gorakhpur,Debit Card,4,Galaxy S21,6/21/2022
895,Wednesday,OnePlus,2,12253.14,Vivek Bhatnagar,53,Delhi,Cash,5,OnePlus Nord,6/22/2022
896,Wednesday,Apple,2,28960.28,Radha Kulkarni,35,Ranchi,UPI,5,iPhone SE,6/22/2022
897,Wednesday,Apple,9,28846.59,Tapan Deshmukh,23,Delhi,Cash,4,iPhone SE,6/22/2022
898,Thursday,Xiaomi,7,48007.85,Sachin Rao,19,Delhi,UPI,5,Redmi Note 10,6/23/2022
899,Thursday,Vivo,3,16348.02,Gita Teja,20,Delhi,Credit Card,5,Vivo S1,6/23/2022
900,Thursday,Apple,3,47712.64,Priya Patel,25,Delhi,Credit Card,4,iPhone 12,6/23/2022
901,Thursday,Samsung,7,15702.41,Anand Thakur,48,Lucknow,Cash,5,Galaxy S21,6/23/2022
902,Friday,Apple,5,15697.22,Sneha Thakur,36,Patna,Debit Card,2,iPhone 11,6/24/2022
903,Friday,Xiaomi,6,53691,Arun Deshmukh,23,Mumbai,Cash,3,Redmi Note 10,6/24/2022
904,Friday,Xiaomi,8,29448.11,Isha Nair,31,Rajkot,Debit Card,5,Mi 11,6/24/2022
905,Friday,Vivo,9,68645.38,Bina Joshi,20,Gorakhpur,Credit Card,5,Vivo V20,6/24/2022
906,Saturday,Apple,1,12241.18,Arun Dutta,18,Lucknow,Credit Card,3,iPhone 12,6/25/2022
907,Saturday,Samsung,3,36706.4,Aditya Luthra,47,Indore,Credit Card,5,Galaxy Note 20,6/25/2022
908,Saturday,Samsung,7,16788.16,Kiran Rawat,36,Mumbai,Debit Card,3,Galaxy Note 20,6/25/2022
909,Sunday,OnePlus,6,31082.74,Ramesh Chatterjee,36,Delhi,Debit Card,4,OnePlus 8T,6/26/2022
910,Sunday,Samsung,7,69893.35,Meena Mathur,26,Bhopal,Credit Card,5,Galaxy Note 20,6/26/2022
911,Sunday,Vivo,8,63330.55,Krishna Mehta,24,Delhi,Cash,5,Vivo Y51,6/26/2022
912,Monday,Vivo,6,12899.46,Pankaj Desai,54,Coimbatore,Debit Card,2,Vivo Y51,6/27/2022
913,Monday,Samsung,3,43795.35,Navin Joshi,58,Hyderabad,UPI,2,Galaxy Note 20,6/27/2022
914,Monday,Samsung,2,48869.34,Ravi Teja,24,Lucknow,Credit Card,3,Galaxy S21,6/27/2022
915,Monday,OnePlus,7,22572.08,Neeta Mishra,26,Hyderabad,Debit Card,4,OnePlus 9,6/27/2022
916,Tuesday,Samsung,1,18706.33,Vijay Siddiqui,21,Jodhpur,Credit Card,3,Galaxy Note 20,6/28/2022
917,Tuesday,OnePlus,3,64262.87,Sumit Malhotra,42,Mumbai,UPI,5,OnePlus Nord,6/28/2022
918,Tuesday,OnePlus,4,68128.99,Vivek Alva,29,Bangalore,Cash,5,OnePlus 8T,6/28/2022
919,Wednesday,Samsung,1,69513.57,Pooja Deshmukh,23,Delhi,UPI,3,Galaxy A51,6/29/2022
920,Wednesday,Xiaomi,5,57385.71,Arun Gupta,35,Madurai,Cash,3,Redmi Note 10,6/29/2022
921,Wednesday,Xiaomi,3,49810.12,Sachin Sheth,57,Indore,Cash,5,Redmi Note 10,6/29/2022
922,Thursday,OnePlus,2,30743.82,Manoj Jain,38,Delhi,Debit Card,5,OnePlus Nord,6/30/2022
923,Thursday,Samsung,3,20283.9,Meena Roy,32,Lucknow,Cash,2,Galaxy S21,6/30/2022
924,Thursday,Xiaomi,8,14738.84,Vinod Arora,20,Delhi,Cash,2,Mi 11,6/30/2022
925,Friday,Samsung,6,51597.85,Vinod Verma,19,Kolkata,Cash,5,Galaxy A51,7/1/2022
926,Friday,Samsung,7,57083.4,Sunita Nair,58,Mumbai,Credit Card,3,Galaxy A51,7/1/2022
927,Friday,Samsung,6,59587.22,Bina Nair,57,Bangalore,Debit Card,5,Galaxy S21,7/1/2022
928,Friday,Apple,6,64825.9,Pankaj Prasad,21,Chennai,Debit Card,3,iPhone SE,7/1/2022
929,Saturday,Samsung,3,62795.77,Jyoti Varma,49,Delhi,Cash,5,Galaxy A51,7/2/2022
930,Saturday,Apple,8,69984.48,Kunal Yadav,19,Mumbai,Credit Card,5,iPhone SE,7/2/2022
931,Saturday,OnePlus,7,24643.84,Pankaj Prasad,46,Ranchi,Cash,5,OnePlus 9,7/2/2022
932,Saturday,Xiaomi,7,55798.46,Neeta Nair,19,Ranchi,Debit Card,2,Redmi 9,7/2/2022
933,Sunday,Xiaomi,6,45187.57,Navin Patel,51,Mumbai,Debit Card,5,Redmi 9,7/3/2022
934,Sunday,Xiaomi,5,25674.71,Sumit Malhotra,44,Mumbai,Debit Card,4,Mi 11,7/3/2022
935,Sunday,Xiaomi,8,68914.32,Navin Kapoor,56,Delhi,Debit Card,5,Mi 11,7/3/2022
936,Sunday,Xiaomi,5,63873.89,Namita Teja,55,Chennai,Credit Card,5,Redmi 9,7/3/2022
937,Monday,Xiaomi,9,17710.94,Monika Chatterjee,35,Ludhiana,UPI,4,Redmi Note 10,7/4/2022
938,Monday,Xiaomi,9,11569.5,Monika Mehta,53,Gorakhpur,UPI,4,Redmi 9,7/4/2022
939,Monday,OnePlus,1,51299.85,Ayesha Kaur,36,Ranchi,Credit Card,5,OnePlus 9,7/4/2022
940,Tuesday,Samsung,6,46247.84,Vijay Malhotra,44,Delhi,Cash,3,Galaxy Note 20,7/5/2022
941,Tuesday,Vivo,7,66148.94,Sachin Shah,37,Lucknow,Debit Card,4,Vivo Y51,7/5/2022
942,Tuesday,Apple,3,24040.32,Ayesha Ahuja,38,Delhi,Debit Card,5,iPhone SE,7/5/2022
943,Wednesday,Vivo,7,15063.28,Ravi Reddy,40,Delhi,Debit Card,4,Vivo V20,7/6/2022
944,Wednesday,Vivo,7,25552.92,Pankaj Kapoor,47,Delhi,Credit Card,5,Vivo V20,7/6/2022
945,Wednesday,Samsung,2,11135.66,Lalita Kaur,42,Rajkot,Credit Card,5,Galaxy S21,7/6/2022
946,Wednesday,Samsung,7,12153.57,Pankaj Alva,48,Bangalore,Debit Card,5,Galaxy A51,7/6/2022
947,Thursday,Samsung,1,64891.47,Ayesha Bhattacharya,44,Rajkot,Debit Card,5,Galaxy S21,7/7/2022
948,Thursday,Xiaomi,5,31120.99,Harish Kumar,51,Lucknow,Cash,5,Mi 11,7/7/2022
949,Thursday,OnePlus,9,34648.54,Yogesh Desai,25,Delhi,UPI,3,OnePlus 9,7/7/2022
950,Thursday,Xiaomi,7,11102.3,Shruti Dutta,36,Mumbai,Credit Card,5,Redmi Note 10,7/7/2022
951,Friday,OnePlus,7,26231.31,Neeta Malhotra,58,Delhi,UPI,5,OnePlus Nord,7/8/2022
952,Friday,OnePlus,2,58283.56,Tanuja Solanki,43,Ranchi,Debit Card,5,OnePlus Nord,7/8/2022
953,Friday,Vivo,8,46929.46,Namita Kumar,45,Delhi,UPI,4,Vivo S1,7/8/2022
954,Friday,Vivo,3,55226.84,Sumit Chatterjee,21,Vadodara,UPI,5,Vivo S1,7/8/2022
955,Saturday,OnePlus,8,36832.82,Ravi Jain,48,Mumbai,Credit Card,3,OnePlus Nord,7/9/2022
956,Saturday,OnePlus,3,28583.75,Rohan Pathak,33,Madurai,Credit Card,2,OnePlus 9,7/9/2022
957,Saturday,Xiaomi,7,38968.61,Rohan Rathod,27,Patna,Cash,4,Redmi Note 10,7/9/2022
958,Saturday,Xiaomi,2,29384.26,Namita Goyal,55,Vadodara,Debit Card,3,Redmi 9,7/9/2022
959,Sunday,Vivo,4,60338.27,Tanuja Bhatnagar,27,Lucknow,Cash,5,Vivo S1,7/10/2022
960,Sunday,Samsung,6,27860.42,Rajesh Kapoor,26,Mumbai,Credit Card,3,Galaxy S21,7/10/2022
961,Sunday,OnePlus,9,49585.82,Lalita Desai,56,Chennai,Cash,2,OnePlus Nord,7/10/2022
962,Monday,Xiaomi,5,18218.93,Ramesh Verma,53,Patna,UPI,3,Mi 11,7/11/2022
963,Monday,Vivo,9,51211.99,Sanjay Roy,53,Gorakhpur,UPI,2,Vivo V20,7/11/2022
964,Monday,Xiaomi,5,64797.98,Krishna Mehta,36,Ranchi,Credit Card,2,Mi 11,7/11/2022
965,Monday,OnePlus,8,46514.99,Vinod Chatterjee,36,Madurai,UPI,2,OnePlus 9,7/11/2022
966,Tuesday,OnePlus,1,43591.32,Kiran Jain,29,Rajkot,Debit Card,3,OnePlus 9,7/12/2022
967,Tuesday,Apple,7,67667.1,Anita Sharma,30,Madurai,Credit Card,5,iPhone 12,7/12/2022
968,Tuesday,Samsung,4,47643.79,Radha Ghosh,42,Mumbai,Debit Card,5,Galaxy S21,7/12/2022
969,Wednesday,Apple,5,25573.03,Namita Kumar,53,Ranchi,Credit Card,5,iPhone 12,7/13/2022
970,Wednesday,Vivo,6,27543.46,Navin Pathak,42,Delhi,Credit Card,3,Vivo V20,7/13/2022
971,Wednesday,Xiaomi,5,52318.4,Ramesh Yadav,45,Mumbai,UPI,5,Redmi Note 10,7/13/2022
972,Wednesday,Vivo,1,54126.2,Devendra Thakur,59,Ludhiana,Credit Card,5,Vivo S1,7/13/2022
973,Thursday,OnePlus,9,28209.77,Bhavana Sheth,56,Delhi,Credit Card,2,OnePlus Nord,7/14/2022
974,Thursday,Apple,2,30720.64,Yogesh Reddy,47,Hyderabad,Cash,3,iPhone SE,7/14/2022
975,Thursday,Apple,9,69463.39,Kavita Iyer,22,Delhi,UPI,3,iPhone 11,7/14/2022
976,Friday,Apple,2,16117.15,Sunil Rawat,34,Patna,Debit Card,4,iPhone 12,7/15/2022
977,Friday,Vivo,9,34278.7,Arun Rawat,35,Patna,Credit Card,4,Vivo S1,7/15/2022
978,Friday,OnePlus,6,13746.85,Tanuja Ahuja,38,Gorakhpur,Debit Card,4,OnePlus Nord,7/15/2022
979,Friday,Xiaomi,9,59264.7,Anand Mehta,39,Kanpur,Cash,5,Redmi 9,7/15/2022
980,Saturday,Xiaomi,6,15540.75,Bhavana Mishra,56,Vadodara,Credit Card,3,Redmi Note 10,7/16/2022
981,Saturday,Vivo,6,50440.44,Harish Pillai,23,Delhi,Debit Card,4,Vivo V20,7/16/2022
982,Saturday,Apple,2,13389.01,Radha Sheth,33,Vadodara,UPI,3,iPhone 11,7/16/2022
983,Saturday,Samsung,8,50371.3,Rajesh Arora,19,Mumbai,Cash,5,Galaxy Note 20,7/16/2022
984,Sunday,Vivo,3,60582.22,Meena Kumar,18,Mumbai,Cash,4,Vivo V20,7/17/2022
985,Sunday,Vivo,7,33929.29,Vivek Teja,47,Delhi,Debit Card,3,Vivo Y51,7/17/2022
986,Sunday,OnePlus,5,41327.59,Devendra Yadav,54,Lucknow,Credit Card,5,OnePlus Nord,7/17/2022
987,Sunday,Xiaomi,3,34092.5,Bhavana Rathod,40,Delhi,Credit Card,5,Mi 11,7/17/2022
988,Monday,Vivo,1,28029.33,Lata Goyal,18,Rajkot,UPI,5,Vivo S1,7/18/2022
989,Monday,Vivo,8,58195.8,Isha Luthra,36,Indore,UPI,4,Vivo Y51,7/18/2022
990,Monday,Apple,3,26320.15,Neeta Pillai,20,Jodhpur,Credit Card,5,iPhone SE,7/18/2022
991,Monday,Apple,2,53376.61,Lalita Sheth,19,Chennai,Cash,5,iPhone 11,7/18/2022
992,Tuesday,Samsung,1,22371.82,Prashant Verma,54,Delhi,UPI,5,Galaxy Note 20,7/19/2022
993,Tuesday,OnePlus,4,24991.23,Prashant Sharma,34,Mumbai,UPI,3,OnePlus 9,7/19/2022
994,Tuesday,Samsung,8,30187.67,Nikhil Arora,45,Mumbai,Cash,5,Galaxy S21,7/19/2022
995,Wednesday,Apple,3,45349.38,Prashant Arora,35,Jodhpur,Credit Card,4,iPhone SE,7/20/2022
996,Wednesday,Xiaomi,1,37265.34,Kiran Pathak,50,Mumbai,Debit Card,3,Redmi Note 10,7/20/2022
997,Wednesday,Apple,4,54708.69,Ravi Jain,32,Rajkot,UPI,3,iPhone SE,7/20/2022
998,Wednesday,OnePlus,9,22814.04,Yogesh Luthra,39,Mumbai,Cash,5,OnePlus 9,7/20/2022
999,Thursday,Apple,1,10640.34,Arun Iyer,58,Patna,UPI,3,iPhone 12,7/21/2022
1000,Thursday,OnePlus,2,56593.45,Anand Kapoor,44,Mumbai,Cash,3,OnePlus Nord,7/21/2022
1001,Thursday,OnePlus,9,59298.96,Lata Alva,54,Indore,UPI,5,OnePlus 8T,7/21/2022
1002,Friday,OnePlus,2,13568.81,Arun Siddiqui,49,Mumbai,Credit Card,4,OnePlus Nord,7/22/2022
1003,Friday,OnePlus,3,46654.45,Bhavana Mehta,36,Bangalore,Cash,5,OnePlus Nord,7/22/2022
1004,Friday,OnePlus,7,32692.41,Krishna Patel,45,Delhi,Debit Card,5,OnePlus Nord,7/22/2022
1005,Saturday,Xiaomi,3,57633.74,Ramesh Shah,45,Vadodara,Debit Card,5,Redmi Note 10,7/23/2022
1006,Saturday,Samsung,9,62464.87,Yogesh Malhotra,27,Hyderabad,UPI,5,Galaxy S21,7/23/2022
1007,Saturday,Vivo,6,61060.23,Priyanka Dutta,37,Jodhpur,Debit Card,5,Vivo V20,7/23/2022
1008,Sunday,Samsung,3,56632.25,Manoj Dutta,42,Ranchi,UPI,5,Galaxy A51,7/24/2022
1009,Sunday,OnePlus,9,26143.13,Vijay Rawat,38,Bhopal,Cash,5,OnePlus 8T,7/24/2022
1010,Sunday,Xiaomi,1,58713.38,Umesh Menon,31,Delhi,Cash,4,Mi 11,7/24/2022
1011,Monday,Apple,3,42008.71,Vinod Prasad,39,Bhopal,Debit Card,5,iPhone SE,7/25/2022
1012,Monday,Xiaomi,1,13165.4,Harish Prasad,43,Kanpur,Debit Card,5,Redmi 9,7/25/2022
1013,Monday,OnePlus,2,37416.33,Bina Siddiqui,28,Delhi,Credit Card,5,OnePlus 8T,7/25/2022
1014,Monday,Xiaomi,8,66529.48,Prashant Chatterjee,24,Ranchi,Cash,5,Redmi Note 10,7/25/2022
1015,Tuesday,Xiaomi,7,63271.56,Amit Rathod,34,Bangalore,Debit Card,5,Redmi 9,7/26/2022
1016,Tuesday,OnePlus,2,16135.86,Arun Shah,35,Mumbai,Debit Card,5,OnePlus 8T,7/26/2022
1017,Tuesday,Xiaomi,2,54647.6,Umesh Kulkarni,24,Rajkot,Debit Card,3,Mi 11,7/26/2022
1018,Wednesday,Vivo,9,58347.57,Bhavana Prasad,37,Lucknow,UPI,3,Vivo Y51,7/27/2022
1019,Wednesday,Vivo,6,26283.29,Nikhil Rathod,55,Ludhiana,Credit Card,3,Vivo V20,7/27/2022
1020,Wednesday,Xiaomi,5,38296.51,Anjali Srivastava,28,Mumbai,Cash,3,Mi 11,7/27/2022
1021,Thursday,Apple,6,52659.28,Anita Kulkarni,33,Ranchi,Debit Card,5,iPhone 11,7/28/2022
1022,Thursday,OnePlus,9,36342.49,Sumit Rathod,44,Gorakhpur,Debit Card,3,OnePlus 8T,7/28/2022
1023,Thursday,Vivo,7,16767.82,Monika Rawat,28,Delhi,Debit Card,5,Vivo S1,7/28/2022
1024,Friday,Apple,9,52352.95,Sumit Ghosh,33,Lucknow,UPI,4,iPhone SE,7/29/2022
1025,Friday,Xiaomi,4,64698.32,Anita Menon,40,Lucknow,Cash,3,Redmi 9,7/29/2022
1026,Friday,Apple,2,49149.08,Bhavana Yadav,29,Mumbai,Debit Card,5,iPhone 11,7/29/2022
1027,Friday,Samsung,8,56428.04,Umesh Kaur,57,Delhi,Debit Card,4,Galaxy Note 20,7/29/2022
1028,Saturday,Vivo,4,31501.75,Krishna Iyer,20,Patna,UPI,5,Vivo V20,7/30/2022
1029,Saturday,Xiaomi,9,20991.89,Lalita Rao,19,Kanpur,UPI,4,Mi 11,7/30/2022
1030,Saturday,OnePlus,4,48566.42,Kavita Kumar,55,Delhi,Credit Card,4,OnePlus 9,7/30/2022
1031,Saturday,Xiaomi,8,29666.27,Neeta Singh,41,Rajkot,Credit Card,5,Mi 11,7/30/2022
1032,Sunday,OnePlus,9,61604.41,Namita Siddiqui,46,Lucknow,Cash,3,OnePlus 9,7/31/2022
1033,Sunday,Xiaomi,9,17357.68,Anand Bhattacharya,51,Kanpur,Credit Card,5,Redmi 9,7/31/2022
1034,Sunday,Apple,4,36007.82,Kavita Bhatnagar,37,Delhi,Cash,5,iPhone 11,7/31/2022
1035,Sunday,Apple,1,33803.66,Arun Prasad,35,Patna,Credit Card,5,iPhone 12,7/31/2022
1036,Monday,Apple,3,66283.23,Kiran Rathod,31,Delhi,Debit Card,5,iPhone SE,8/1/2022
1037,Monday,Samsung,9,19188.09,Bina Teja,35,Jodhpur,Credit Card,5,Galaxy A51,8/1/2022
1038,Monday,OnePlus,4,10590.81,Devendra Mathur,19,Kolkata,Debit Card,4,OnePlus 8T,8/1/2022
1039,Monday,Apple,5,24285.11,Lalita Alva,18,Ranchi,Cash,3,iPhone 12,8/1/2022
1040,Tuesday,Samsung,7,59216.61,Tanuja Reddy,37,Delhi,Credit Card,3,Galaxy S21,8/2/2022
1041,Tuesday,OnePlus,5,22559.31,Prashant Sharma,51,Delhi,Credit Card,5,OnePlus 9,8/2/2022
1042,Tuesday,Xiaomi,4,24452.68,Rajesh Prasad,58,Mumbai,Credit Card,5,Redmi 9,8/2/2022
1043,Wednesday,Samsung,2,17793.93,Jyoti Rawat,58,Delhi,Debit Card,5,Galaxy S21,8/3/2022
1044,Wednesday,Vivo,2,52926.17,Sachin Varma,28,Bangalore,Debit Card,5,Vivo S1,8/3/2022
1045,Wednesday,Samsung,4,14150.45,Pankaj Mehta,44,Delhi,Credit Card,5,Galaxy S21,8/3/2022
1046,Thursday,Samsung,9,29872.5,Meena Dutta,40,Indore,Cash,5,Galaxy A51,8/4/2022
1047,Thursday,OnePlus,8,26949.92,Monika Nambiar,55,Madurai,Debit Card,5,OnePlus 8T,8/4/2022
1048,Thursday,Xiaomi,3,43309.58,Tapan Rathod,20,Mumbai,UPI,5,Redmi 9,8/4/2022
1049,Thursday,Vivo,9,53824.98,Sunil Kumar,29,Mumbai,Cash,5,Vivo V20,8/4/2022
1050,Friday,Apple,5,41972.59,Namita Siddiqui,47,Chennai,Cash,5,iPhone SE,8/5/2022
1051,Friday,Apple,3,65861.56,Prashant Jain,48,Jodhpur,Cash,5,iPhone 12,8/5/2022
1052,Friday,Samsung,5,67086.56,Kunal Yadav,40,Mumbai,Debit Card,5,Galaxy Note 20,8/5/2022
1053,Saturday,OnePlus,4,31687.92,Umesh Ghosh,18,Rajkot,Credit Card,4,OnePlus Nord,8/6/2022
1054,Saturday,OnePlus,8,56660.82,Lata Mehta,58,Ranchi,Credit Card,5,OnePlus 8T,8/6/2022
1055,Saturday,Apple,5,54328.08,Ravi Arora,37,Mumbai,UPI,5,iPhone SE,8/6/2022
1056,Sunday,Vivo,8,63577.88,Kavita Nair,23,Indore,Credit Card,5,Vivo S1,8/7/2022
1057,Sunday,Xiaomi,9,36876.62,Kavita Teja,28,Chennai,UPI,5,Mi 11,8/7/2022
1058,Sunday,Vivo,4,41828.39,Sunita Sheth,52,Kolkata,UPI,5,Vivo Y51,8/7/2022
1059,Monday,Xiaomi,7,34946.46,Isha Ahuja,21,Patna,Credit Card,3,Redmi 9,8/8/2022
1060,Monday,Apple,2,61022.62,Ravi Teja,46,Delhi,UPI,5,iPhone SE,8/8/2022
1061,Monday,Xiaomi,6,23782.14,Ramesh Srivastava,27,Hyderabad,Cash,5,Redmi 9,8/8/2022
1062,Monday,OnePlus,8,24382.54,Sneha Rao,46,Ludhiana,Cash,3,OnePlus 8T,8/8/2022
1063,Tuesday,Samsung,7,32356.31,Vivek Bhatnagar,55,Patna,Cash,5,Galaxy S21,8/9/2022
1064,Tuesday,Samsung,7,23820.57,Navin Sharma,18,Mumbai,Debit Card,5,Galaxy Note 20,8/9/2022
1065,Tuesday,Apple,8,43660.41,Priya Siddiqui,57,Bangalore,UPI,4,iPhone SE,8/9/2022
1066,Tuesday,OnePlus,7,18069.41,Shruti Kulkarni,25,Madurai,UPI,4,OnePlus Nord,8/9/2022
1067,Wednesday,Vivo,5,29211.17,Nikhil Bhattacharya,55,Patna,Cash,4,Vivo Y51,8/10/2022
1068,Wednesday,OnePlus,7,64806.68,Navin Solanki,34,Mumbai,Debit Card,5,OnePlus Nord,8/10/2022
1069,Wednesday,Samsung,3,34553.53,Reena Bhattacharya,36,Delhi,Credit Card,5,Galaxy A51,8/10/2022
1070,Thursday,Samsung,5,54894.02,Radha Gupta,50,Coimbatore,Cash,3,Galaxy A51,8/11/2022
1071,Thursday,OnePlus,7,16807.73,Monika Bhatnagar,32,Ranchi,Debit Card,5,OnePlus Nord,8/11/2022
1072,Thursday,OnePlus,9,24853.87,Tapan Varma,48,Delhi,Credit Card,5,OnePlus Nord,8/11/2022
1073,Thursday,Samsung,2,58440.74,Ayesha Solanki,38,Mumbai,Debit Card,3,Galaxy S21,8/11/2022
1074,Friday,Vivo,4,55779.58,Lalita Alva,20,Vadodara,Credit Card,3,Vivo Y51,8/12/2022
1075,Friday,Apple,7,33169.36,Vivek Menon,19,Delhi,UPI,5,iPhone 11,8/12/2022
1076,Friday,Apple,1,67263.81,Priyanka Jain,52,Delhi,UPI,5,iPhone 11,8/12/2022
1077,Friday,OnePlus,2,64638.58,Sneha Sharma,58,Ranchi,Debit Card,5,OnePlus 9,8/12/2022
1078,Saturday,Apple,9,67738.04,Mala Pathak,33,Vadodara,Debit Card,5,iPhone 12,8/13/2022
1079,Saturday,Samsung,7,35674.88,Navin Kapoor,38,Delhi,Credit Card,4,Galaxy Note 20,8/13/2022
1080,Saturday,Samsung,7,21848.42,Tapan Ahuja,29,Delhi,Debit Card,5,Galaxy Note 20,8/13/2022
1081,Saturday,OnePlus,6,47599.52,Ramesh Solanki,45,Delhi,Debit Card,3,OnePlus 8T,8/13/2022
1082,Sunday,OnePlus,3,51086.39,Yogesh Patel,29,Hyderabad,Credit Card,3,OnePlus Nord,8/14/2022
1083,Sunday,OnePlus,3,17526.51,Nikhil Ahuja,50,Delhi,Credit Card,4,OnePlus 9,8/14/2022
1084,Sunday,Vivo,2,57188.98,Vivek Prasad,37,Patna,UPI,3,Vivo V20,8/14/2022
1085,Sunday,Apple,6,11083.61,Navin Mathur,57,Bangalore,Cash,4,iPhone SE,8/14/2022
1086,Monday,OnePlus,4,38963.7,Sunita Teja,38,Delhi,Debit Card,5,OnePlus 9,8/15/2022
1087,Monday,Xiaomi,5,29860.98,Bhavana Mishra,56,Delhi,Credit Card,4,Mi 11,8/15/2022
1088,Monday,Xiaomi,3,54418.18,Aditya Menon,58,Rajkot,UPI,5,Redmi Note 10,8/15/2022
1089,Monday,Samsung,6,28765.64,Anita Sharma,59,Vadodara,Cash,4,Galaxy A51,8/15/2022
1090,Tuesday,Apple,3,59608.43,Manoj Mehta,53,Rajkot,Debit Card,5,iPhone 11,8/16/2022
1091,Tuesday,OnePlus,8,45697.21,Deepika Shah,39,Bangalore,UPI,4,OnePlus 9,8/16/2022
1092,Tuesday,Xiaomi,9,57633.6,Amit Das,43,Delhi,Cash,5,Mi 11,8/16/2022
1093,Wednesday,Apple,4,69360.44,Pooja Menon,24,Delhi,Debit Card,5,iPhone 12,8/17/2022
1094,Wednesday,Samsung,9,50749.5,Yogesh Kaur,24,Lucknow,UPI,5,Galaxy Note 20,8/17/2022
1095,Wednesday,Vivo,7,69097.02,Anjali Varma,25,Delhi,Debit Card,5,Vivo S1,8/17/2022
1096,Wednesday,Apple,3,11730.18,Sanjay Patel,43,Delhi,Cash,5,iPhone SE,8/17/2022
1097,Thursday,Apple,7,30288.4,Anjali Varma,41,Delhi,Credit Card,5,iPhone 12,8/18/2022
1098,Thursday,Vivo,1,16471.2,Vinod Dutta,41,Mumbai,UPI,4,Vivo V20,8/18/2022
1099,Thursday,Apple,3,25738.3,Meena Desai,57,Delhi,Cash,5,iPhone 11,8/18/2022
1100,Friday,Samsung,6,60333.27,Umesh Rawat,29,Delhi,Debit Card,5,Galaxy A51,8/19/2022
1101,Friday,Samsung,4,11939.4,Pankaj Arora,25,Gorakhpur,Cash,5,Galaxy Note 20,8/19/2022
1102,Friday,Vivo,7,41210.98,Sumit Reddy,26,Mumbai,Cash,5,Vivo S1,8/19/2022
1103,Saturday,OnePlus,3,44027.72,Nikhil Kapoor,20,Patna,Credit Card,5,OnePlus 8T,8/20/2022
1104,Saturday,Xiaomi,1,43669.07,Amit Prasad,38,Delhi,UPI,5,Mi 11,8/20/2022
1105,Saturday,OnePlus,9,38517.82,Ayesha Patel,48,Chennai,Cash,5,OnePlus 8T,8/20/2022
1106,Saturday,Apple,6,57436.18,Rajesh Ghosh,41,Kanpur,Credit Card,3,iPhone 12,8/20/2022
1107,Sunday,Xiaomi,8,18012.59,Gita Bhattacharya,21,Delhi,Credit Card,5,Redmi 9,8/21/2022
1108,Sunday,Vivo,3,28634.62,Sanjay Das,37,Delhi,Credit Card,1,Vivo V20,8/21/2022
1109,Sunday,Vivo,8,46943.56,Deepika Reddy,33,Gorakhpur,Debit Card,4,Vivo V20,8/21/2022
1110,Monday,Xiaomi,2,51457.08,Krishna Nambiar,27,Ludhiana,Credit Card,4,Mi 11,8/22/2022
1111,Monday,Samsung,4,34248.91,Mala Mathur,43,Delhi,Credit Card,3,Galaxy A51,8/22/2022
1112,Monday,Xiaomi,3,62522.28,Krishna Menon,46,Delhi,Credit Card,1,Redmi Note 10,8/22/2022
1113,Tuesday,Apple,1,34929.6,Rajesh Menon,22,Jodhpur,Credit Card,5,iPhone 11,8/23/2022
1114,Tuesday,Samsung,7,34166.57,Devendra Srivastava,28,Bhopal,UPI,5,Galaxy A51,8/23/2022
1115,Tuesday,Vivo,2,12172.44,Sanjay Pathak,46,Delhi,UPI,5,Vivo S1,8/23/2022
1116,Wednesday,Xiaomi,4,43068.48,Sunita Verma,32,Patna,Credit Card,3,Redmi Note 10,8/24/2022
1117,Wednesday,OnePlus,9,52520.85,Sachin Joshi,23,Mumbai,Cash,3,OnePlus 8T,8/24/2022
1118,Wednesday,OnePlus,6,16866.29,Krishna Alva,32,Jodhpur,Debit Card,3,OnePlus 9,8/24/2022
1119,Wednesday,Apple,8,28325.97,Amit Rao,37,Kolkata,Cash,3,iPhone SE,8/24/2022
1120,Thursday,OnePlus,2,56875.42,Lalita Sheth,51,Delhi,Cash,3,OnePlus 9,8/25/2022
1121,Thursday,Xiaomi,7,31955.17,Anita Prasad,19,Delhi,Credit Card,3,Mi 11,8/25/2022
1122,Thursday,Xiaomi,6,24496.15,Vivek Alva,33,Madurai,Cash,5,Redmi 9,8/25/2022
1123,Thursday,OnePlus,9,50332.04,Kiran Bhattacharya,36,Indore,UPI,5,OnePlus 8T,8/25/2022
1124,Friday,Xiaomi,7,21805.53,Vinod Pathak,51,Kolkata,UPI,5,Mi 11,8/26/2022
1125,Friday,Apple,1,63739.18,Nikhil Rathod,31,Delhi,Debit Card,5,iPhone SE,8/26/2022
1126,Friday,Samsung,8,16335.9,Lata Dutta,41,Mumbai,UPI,3,Galaxy Note 20,8/26/2022
1127,Saturday,Apple,3,52392.99,Kunal Patel,45,Delhi,UPI,5,iPhone 11,8/27/2022
1128,Saturday,Apple,2,39972.92,Deepika Alva,49,Mumbai,Credit Card,3,iPhone 11,8/27/2022
